api_2gram,frequency
?OnDoubleClick@DLGalleryUser@Cdl@@MAGXXZ->?OnAccessibilityName@DLGalleryUser@Cdl@@MAG_NHAAUIStr@Ofc@@@Z,1
?OnAccessibilityName@DLGalleryUser@Cdl@@MAG_NHAAUIStr@Ofc@@@Z->?OnDropdownMenu@DLGalleryUser@Cdl@@MAG_NHAAH@Z,1
?OnDropdownMenu@DLGalleryUser@Cdl@@MAG_NHAAH@Z->?BeforeDropdownMenu@DLGalleryUser@Cdl@@MAGXHH@Z,1
?BeforeDropdownMenu@DLGalleryUser@Cdl@@MAGXHH@Z->?AfterDropdownMenu@DLGalleryUser@Cdl@@MAGXHH@Z,1
?AfterDropdownMenu@DLGalleryUser@Cdl@@MAGXHH@Z->?OnDropdownActionGetState@DLGalleryUser@Cdl@@MAGXHABVActionParams@2@AAVActionState@2@@Z,1
?OnDropdownActionGetState@DLGalleryUser@Cdl@@MAGXHABVActionParams@2@AAVActionState@2@@Z->?OnDropdownActionPerform@DLGalleryUser@Cdl@@MAGXHABVActionParams@2@@Z,1
?OnDropdownActionPerform@DLGalleryUser@Cdl@@MAGXHABVActionParams@2@@Z->??0DLGalleryUser@Cdl@@QAE@AAVDLGallery@1@@Z,1
??0DLGalleryUser@Cdl@@QAE@AAVDLGallery@1@@Z->?SelectedItem@DLGallery@Cdl@@QBGHXZ,1
?SelectedItem@DLGallery@Cdl@@QBGHXZ->?Control@DLGalleryUser@Cdl@@QBGAAVDLGallery@2@XZ,1
?Control@DLGalleryUser@Cdl@@QBGAAVDLGallery@2@XZ->??0DLNumInputFrame@Cdl@@QAE@AAVDLNumberInput@1@PAVDLCompositeFrame@1@@Z,1
??0DLNumInputFrame@Cdl@@QAE@AAVDLNumberInput@1@PAVDLCompositeFrame@1@@Z->?AddLeftString@DLLeafFrame@Cdl@@QAGXAAVDLStaticString@2@@Z,1
?AddLeftString@DLLeafFrame@Cdl@@QAGXAAVDLStaticString@2@@Z->??1DLNumberInput@Cdl@@UAE@XZ,1
??1DLNumberInput@Cdl@@UAE@XZ->??1DLGallery@Cdl@@UAE@XZ,1
??1DLGallery@Cdl@@UAE@XZ->?StandardBoldFont@DLDialog@Cdl@@SGPAUHFONT__@@G@Z,1
?StandardBoldFont@DLDialog@Cdl@@SGPAUHFONT__@@G@Z->??0DLNumberInput@Cdl@@QAE@AAVDLDialog@1@KKJJJJJG_N1@Z,1
??0DLNumberInput@Cdl@@QAE@AAVDLDialog@1@KKJJJJJG_N1@Z->??0DLGallery@Cdl@@QAE@AAVDLDialog@1@KH@Z,1
??0DLGallery@Cdl@@QAE@AAVDLDialog@1@KH@Z->?OnShow@WorkPaneDialogUser@Cdl@@MAGX_N@Z,1
?OnShow@WorkPaneDialogUser@Cdl@@MAGX_N@Z->?SelectItem@DLGallery@Cdl@@QAGXH@Z,1
?SelectItem@DLGallery@Cdl@@QAGXH@Z->?SetValue@DLEditString@Cdl@@QAGXJ@Z,1
?SetValue@DLEditString@Cdl@@QAGXJ@Z->?GetValue@DLEditString@Cdl@@QBGJXZ,1
?GetValue@DLEditString@Cdl@@QBGJXZ->?SetItemString@DLGallery@Cdl@@QAGXHPB_W@Z,1
?SetItemString@DLGallery@Cdl@@QAGXHPB_W@Z->?AddItem@DLGallery@Cdl@@QAGHPAX@Z,1
?AddItem@DLGallery@Cdl@@QAGHPAX@Z->?EraseItemBkgnd@DLGallery@Cdl@@QAGXPAUHDC__@@HABUtagRECT@@1@Z,1
?EraseItemBkgnd@DLGallery@Cdl@@QAGXPAUHDC__@@HABUtagRECT@@1@Z->?AddTopString@DLLeafFrame@Cdl@@QAGXAAVDLStaticString@2@@Z,1
?AddTopString@DLLeafFrame@Cdl@@QAGXAAVDLStaticString@2@@Z->?WPSendWmMsoMessage@DLDialog@Cdl@@QBGJHJ@Z,1
?WPSendWmMsoMessage@DLDialog@Cdl@@QBGJHJ@Z->?AddString@DLStaticPopup@Cdl@@QAGHPB_W@Z,1
?AddString@DLStaticPopup@Cdl@@QAGHPB_W@Z->?SetFlags@DLGallery@Cdl@@QAGXH@Z,1
?SetFlags@DLGallery@Cdl@@QAGXH@Z->?OnSelectionChange@DLGalleryUser@Cdl@@MAGXXZ,1
?OnSelectionChange@DLGalleryUser@Cdl@@MAGXXZ->?OnTooltip@DLGalleryUser@Cdl@@MAG_NHAAUIStr@Ofc@@@Z,1
?OnTooltip@DLGalleryUser@Cdl@@MAG_NHAAUIStr@Ofc@@@Z->?SelectedItem@DLEditPopup@Cdl@@QBGHXZ,1
?SelectedItem@DLEditPopup@Cdl@@QBGHXZ->?SelectItem@DLEditPopup@Cdl@@QAG_NH@Z,1
?SelectItem@DLEditPopup@Cdl@@QAG_NH@Z->??1TTHook@Cdl@@UAE@XZ,1
??1TTHook@Cdl@@UAE@XZ->??1TTItem@Cdl@@QAE@XZ,1
??1TTItem@Cdl@@QAE@XZ->?OnGetRuntimeClass@DLWorkPaneHyperlink@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ,1
?OnGetRuntimeClass@DLWorkPaneHyperlink@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ->?GetLayoutCtrlType@DLWorkPaneHyperlink@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ,1
?GetLayoutCtrlType@DLWorkPaneHyperlink@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ->?FUsesMsoDrawTextToMeasure@DLWorkPaneHyperlink@Cdl@@UBG_NXZ,1
?FUsesMsoDrawTextToMeasure@DLWorkPaneHyperlink@Cdl@@UBG_NXZ->?Measure@DLWorkPaneHyperlink@Cdl@@MBG_NAAH0@Z,1
?Measure@DLWorkPaneHyperlink@Cdl@@MBG_NAAH0@Z->?OnSetCursor@DLWorkPaneHyperlink@Cdl@@MAG_NABUtagPOINT@@@Z,1
?OnSetCursor@DLWorkPaneHyperlink@Cdl@@MAG_NABUtagPOINT@@@Z->?DoAfterPressed@DLPushButton@Cdl@@MAGXXZ,1
?DoAfterPressed@DLPushButton@Cdl@@MAGXXZ->?IsSelected@DLUserButton@Cdl@@UBG_NXZ,1
?IsSelected@DLUserButton@Cdl@@UBG_NXZ->??0DLListViewUser@Cdl@@QAE@AAVDLListView@1@@Z,1
??0DLListViewUser@Cdl@@QAE@AAVDLListView@1@@Z->?OnSetFocus@LVListViewUser@Cdl@@MAGXXZ,1
?OnSetFocus@LVListViewUser@Cdl@@MAGXXZ->?OnKillFocus@LVListViewUser@Cdl@@MAGXXZ,1
?OnKillFocus@LVListViewUser@Cdl@@MAGXXZ->?OnMouseMove@LVListViewUser@Cdl@@MAGXAAUELMouseEvent@2@@Z,1
?OnMouseMove@LVListViewUser@Cdl@@MAGXAAUELMouseEvent@2@@Z->?OnKeyPressed@LVListViewUser@Cdl@@MAG_NAAUELKeyEvent@2@@Z,1
?OnKeyPressed@LVListViewUser@Cdl@@MAG_NAAUELKeyEvent@2@@Z->?OnScroll@LVListViewUser@Cdl@@MAG_NW4LVScrollBarType@2@W4LVScrollType@2@@Z,1
?OnScroll@LVListViewUser@Cdl@@MAG_NW4LVScrollBarType@2@W4LVScrollType@2@@Z->?OnCustomDraw@LVListViewUser@Cdl@@MAGJPAUtagNMLVCUSTOMDRAW@@@Z,1
?OnCustomDraw@LVListViewUser@Cdl@@MAGJPAUtagNMLVCUSTOMDRAW@@@Z->?OnGetObject@LVListViewUser@Cdl@@MAGJKK@Z,1
?OnGetObject@LVListViewUser@Cdl@@MAGJKK@Z->?OnGetDispInfo@LVListViewUser@Cdl@@MAGXPAUtagLVDISPINFOW@@@Z,1
?OnGetDispInfo@LVListViewUser@Cdl@@MAGXPAUtagLVDISPINFOW@@@Z->?OnSetDispInfo@LVListViewUser@Cdl@@MAGXPAUtagLVDISPINFOW@@@Z,1
?OnSetDispInfo@LVListViewUser@Cdl@@MAGXPAUtagLVDISPINFOW@@@Z->?OnDeleteItem@LVListViewUser@Cdl@@MAGXPAUtagNMLISTVIEW@@@Z,1
?OnDeleteItem@LVListViewUser@Cdl@@MAGXPAUtagNMLISTVIEW@@@Z->??1DLListViewUser@Cdl@@UAE@XZ,1
??1DLListViewUser@Cdl@@UAE@XZ->?GetSelectedCount@DLListView@Cdl@@QBGIXZ,1
?GetSelectedCount@DLListView@Cdl@@QBGIXZ->?Control@DLListViewUser@Cdl@@QBGAAVDLListView@2@XZ,1
?Control@DLListViewUser@Cdl@@QBGAAVDLListView@2@XZ->?GetItem@DLListView@Cdl@@QBG_NPAUtagLVITEMW@@@Z,1
?GetItem@DLListView@Cdl@@QBG_NPAUtagLVITEMW@@@Z->?GetNextItem@DLListView@Cdl@@QBGHHI@Z,1
?GetNextItem@DLListView@Cdl@@QBGHHI@Z->?GetRect@ELEventFrame@Cdl@@QBG?AUtagRECT@@XZ,1
?GetRect@ELEventFrame@Cdl@@QBG?AUtagRECT@@XZ->?Press@DLPushButton@Cdl@@QAGXXZ,1
?Press@DLPushButton@Cdl@@QAGXXZ->?MeasureText@Cdl@@YGXPAUHDC__@@PB_WHW4DimensionsMethodEnum@1@AAH3_N4@Z,1
?MeasureText@Cdl@@YGXPAUHDC__@@PB_WHW4DimensionsMethodEnum@1@AAH3_N4@Z->?BackgroundColor@DLDialog@Cdl@@QBGKXZ,1
?BackgroundColor@DLDialog@Cdl@@QBGKXZ->?StandardUnderlineFont@DLDialog@Cdl@@SGPAUHFONT__@@G@Z,1
?StandardUnderlineFont@DLDialog@Cdl@@SGPAUHFONT__@@G@Z->?HasMouseOverLook@DLUserButton@Cdl@@IBG_NXZ,1
?HasMouseOverLook@DLUserButton@Cdl@@IBG_NXZ->?GetItemCount@DLListView@Cdl@@QBGIXZ,1
?GetItemCount@DLListView@Cdl@@QBGIXZ->?DeleteItem@DLListView@Cdl@@QAG_NI@Z,1
?DeleteItem@DLListView@Cdl@@QAG_NI@Z->??0DLLabelBoxFrame@Cdl@@QAE@AAVDLLabelBox@1@PAVDLCompositeFrame@1@@Z,1
??0DLLabelBoxFrame@Cdl@@QAE@AAVDLLabelBox@1@PAVDLCompositeFrame@1@@Z->?SortItems@DLListView@Cdl@@QAG_NP6GHJJJ@ZJ@Z,1
?SortItems@DLListView@Cdl@@QAG_NP6GHJJJ@ZJ@Z->?SetListViewStyle@DLListView@Cdl@@QAGXK@Z,1
?SetListViewStyle@DLListView@Cdl@@QAGXK@Z->?GetListViewStyle@DLListView@Cdl@@QBGKXZ,1
?GetListViewStyle@DLListView@Cdl@@QBGKXZ->?Select@DLToggleButton@Cdl@@QAGX_N@Z,1
?Select@DLToggleButton@Cdl@@QAGX_N@Z->?FitFileName@DLControl@Cdl@@QBGXAAUIStr@Ofc@@H@Z,1
?FitFileName@DLControl@Cdl@@QBGXAAUIStr@Ofc@@H@Z->?DeleteAllItems@DLListView@Cdl@@QAG_NXZ,1
?DeleteAllItems@DLListView@Cdl@@QAG_NXZ->??1DLLabelBox@Cdl@@UAE@XZ,1
??1DLLabelBox@Cdl@@UAE@XZ->?SetEmptyIcon@DLWorkPaneButton@Cdl@@QAGXXZ,1
?SetEmptyIcon@DLWorkPaneButton@Cdl@@QAGXXZ->?SetBitmap@DLWorkPaneButton@Cdl@@QAG_NH@Z,1
?SetBitmap@DLWorkPaneButton@Cdl@@QAG_NH@Z->?SetTransparent@DLBitmapButton@Cdl@@QAGXK@Z,1
?SetTransparent@DLBitmapButton@Cdl@@QAGXK@Z->?SetTcid@DLBitmapButton@Cdl@@QAG_NH@Z,1
?SetTcid@DLBitmapButton@Cdl@@QAG_NH@Z->??0DLLabelBox@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLLabelBox@Cdl@@QAE@AAVDLDialog@1@K@Z->??0DLTTHook@Cdl@@QAE@AAVDLDialog@1@@Z,1
??0DLTTHook@Cdl@@QAE@AAVDLDialog@1@@Z->?OnCheckTips@DLTTHook@Cdl@@MAG_NABUtagPOINT@@AAPAVTTItem@2@AAUtagRECT@@@Z,1
?OnCheckTips@DLTTHook@Cdl@@MAG_NABUtagPOINT@@AAPAVTTItem@2@AAUtagRECT@@@Z->?AddString@DLTextListBox@Cdl@@QAGHPB_W@Z,1
?AddString@DLTextListBox@Cdl@@QAGHPB_W@Z->?OnAutoLayout@DialogUser@Cdl@@MAGXXZ,1
?OnAutoLayout@DialogUser@Cdl@@MAGXXZ->?HasValidValue@DLEditString@Cdl@@QBG_NXZ,1
?HasValidValue@DLEditString@Cdl@@QBG_NXZ->?TopLevelDialog@DLControl@Cdl@@QAGAAVDLDialog@2@XZ,1
?TopLevelDialog@DLControl@Cdl@@QAGAAVDLDialog@2@XZ->?AddRightString@DLLeafFrame@Cdl@@QAGXAAVDLStaticString@2@@Z,1
?AddRightString@DLLeafFrame@Cdl@@QAGXAAVDLStaticString@2@@Z->?NewTabSheet@DLDialog@Cdl@@QAGPAVDLTabSheet@2@K@Z,1
?NewTabSheet@DLDialog@Cdl@@QAGPAVDLTabSheet@2@K@Z->?SelectedButton@DLRadioCluster@Cdl@@QBGPAVDLRadioButton@2@XZ,1
?SelectedButton@DLRadioCluster@Cdl@@QBGPAVDLRadioButton@2@XZ->?GetUIC@ELEventFrame@Cdl@@QBGAAUICdlContext@2@XZ,1
?GetUIC@ELEventFrame@Cdl@@QBGAAUICdlContext@2@XZ->??0DLTableFrame@Cdl@@QAE@AAVDLDialog@1@HHPAVDLCompositeFrame@1@@Z,1
??0DLTableFrame@Cdl@@QAE@AAVDLDialog@1@HHPAVDLCompositeFrame@1@@Z->?SetForegroundColor@DLStaticString@Cdl@@QAGXK@Z,1
?SetForegroundColor@DLStaticString@Cdl@@QAGXK@Z->?SetBackgroundColor@DLStaticString@Cdl@@QAGXK@Z,1
?SetBackgroundColor@DLStaticString@Cdl@@QAGXK@Z->?IsVisible@DLDialog@Cdl@@QBG_NXZ,1
?IsVisible@DLDialog@Cdl@@QBG_NXZ->?AdjustHeightToFit@DLStaticString@Cdl@@QAGXXZ,1
?AdjustHeightToFit@DLStaticString@Cdl@@QAGXXZ->?SetLanguage@DLEditString@Cdl@@MAGXG@Z,1
?SetLanguage@DLEditString@Cdl@@MAGXG@Z->?CheckValue@DLEditString@Cdl@@MAG_NXZ,1
?CheckValue@DLEditString@Cdl@@MAG_NXZ->?GetLayoutCtrlType@DLEditString@Cdl@@MBG?AW4DLLayoutCtrlType@2@XZ,1
?GetLayoutCtrlType@DLEditString@Cdl@@MBG?AW4DLLayoutCtrlType@2@XZ->?DispatchMsg@DLEditString@Cdl@@MAGJIIJ@Z,1
?DispatchMsg@DLEditString@Cdl@@MAGJIIJ@Z->?OnGetRuntimeClass@DLEditString@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ,1
?OnGetRuntimeClass@DLEditString@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ->??0DLEditString@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLEditString@Cdl@@QAE@AAVDLDialog@1@K@Z->?DisableIME@DLEditString@Cdl@@QAGXXZ,1
?DisableIME@DLEditString@Cdl@@QAGXXZ->?IsDoubleClick@ELMouseEvent@Cdl@@QBG_NXZ,1
?IsDoubleClick@ELMouseEvent@Cdl@@QBG_NXZ->?FocusItem@DLTextListBox@Cdl@@QBGHXZ,1
?FocusItem@DLTextListBox@Cdl@@QBGHXZ->?HitTest@DLTextListBox@Cdl@@QBGHUtagPOINT@@@Z,1
?HitTest@DLTextListBox@Cdl@@QBGHUtagPOINT@@@Z->?Select@DLTextListBox@Cdl@@QAGXH_N@Z,1
?Select@DLTextListBox@Cdl@@QAGXH_N@Z->?CtrlID@DLControl@Cdl@@QBGKXZ,1
?CtrlID@DLControl@Cdl@@QBGKXZ->??BELEventFrame@Cdl@@QBGPAUHWND__@@XZ,1
??BELEventFrame@Cdl@@QBGPAUHWND__@@XZ->??1DLTextListBox@Cdl@@UAE@XZ,1
??1DLTextListBox@Cdl@@UAE@XZ->?OnDoubleClick@DLTextListBox@Cdl@@EAGXXZ,1
?OnDoubleClick@DLTextListBox@Cdl@@EAGXXZ->?OnSelectionChange@DLTextListBox@Cdl@@EAGXXZ,1
?OnSelectionChange@DLTextListBox@Cdl@@EAGXXZ->?DoOnDoubleClick@DLTextListBox@Cdl@@MAGXXZ,1
?DoOnDoubleClick@DLTextListBox@Cdl@@MAGXXZ->?DoOnSelectionChange@DLTextListBox@Cdl@@MAGXXZ,1
?DoOnSelectionChange@DLTextListBox@Cdl@@MAGXXZ->?OnGetObject@DLTextListBox@Cdl@@MAGJKK@Z,1
?OnGetObject@DLTextListBox@Cdl@@MAGJKK@Z->?OnUpdateItem@DLTextListBox@Cdl@@MAGXPAUHDC__@@HABUtagRECT@@_N22@Z,1
?OnUpdateItem@DLTextListBox@Cdl@@MAGXPAUHDC__@@HABUtagRECT@@_N22@Z->?OnMeasureItem@DLTextListBox@Cdl@@MAGHH@Z,1
?OnMeasureItem@DLTextListBox@Cdl@@MAGHH@Z->?GetHorizontalScrollbarExtent@DLTextListBox@Cdl@@UBGHXZ,1
?GetHorizontalScrollbarExtent@DLTextListBox@Cdl@@UBGHXZ->?GetItemData@DLTextListBox@Cdl@@UBG_NHAAPAX@Z,1
?GetItemData@DLTextListBox@Cdl@@UBG_NHAAPAX@Z->?SetItemData@DLTextListBox@Cdl@@UAG_NHPAX@Z,1
?SetItemData@DLTextListBox@Cdl@@UAG_NHPAX@Z->?GetTopItem@DLTextListBox@Cdl@@UBGHXZ,1
?GetTopItem@DLTextListBox@Cdl@@UBGHXZ->?Clear@DLTextListBox@Cdl@@UAGXXZ,1
?Clear@DLTextListBox@Cdl@@UAGXXZ->?DeleteItem@DLTextListBox@Cdl@@UAG_NH@Z,1
?DeleteItem@DLTextListBox@Cdl@@UAG_NH@Z->?MeasureItems@DLTextListBox@Cdl@@UBGXAAH@Z,1
?MeasureItems@DLTextListBox@Cdl@@UBGXAAH@Z->?Select@DLTextListBox@Cdl@@UAG_NPB_W@Z,1
?Select@DLTextListBox@Cdl@@UAG_NPB_W@Z->?DoOnKillFocus@DLControl@Cdl@@MAGXXZ,1
?DoOnKillFocus@DLControl@Cdl@@MAGXXZ->?DoOnSetFocus@DLControl@Cdl@@MAGXXZ,1
?DoOnSetFocus@DLControl@Cdl@@MAGXXZ->?Measure@DLControl@Cdl@@UBG_NAAH0@Z,1
?Measure@DLControl@Cdl@@UBG_NAAH0@Z->?IsEnabled@DLControl@Cdl@@UBG_NXZ,1
?IsEnabled@DLControl@Cdl@@UBG_NXZ->?GetLayoutCtrlType@DLTextListBox@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ,1
?GetLayoutCtrlType@DLTextListBox@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ->?OnUpdate@ELEventFrame@Cdl@@MAGXPAUHDC__@@ABUtagRECT@@@Z,1
?OnUpdate@ELEventFrame@Cdl@@MAGXPAUHDC__@@ABUtagRECT@@@Z->?HasFocus@DLControl@Cdl@@UBG_NXZ,1
?HasFocus@DLControl@Cdl@@UBG_NXZ->?SetRect@DLTextListBox@Cdl@@UAGXABUtagRECT@@@Z,1
?SetRect@DLTextListBox@Cdl@@UAGXABUtagRECT@@@Z->?DispatchMsg@DLTextListBox@Cdl@@MAGJIIJ@Z,1
?DispatchMsg@DLTextListBox@Cdl@@MAGJIIJ@Z->?OnGetRuntimeClass@DLTextListBox@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ,1
?OnGetRuntimeClass@DLTextListBox@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ->??0DLTextListBox@Cdl@@QAE@AAVDLDialog@1@KH@Z,1
??0DLTextListBox@Cdl@@QAE@AAVDLDialog@1@KH@Z->??1DLToggleButton@Cdl@@UAE@XZ,1
??1DLToggleButton@Cdl@@UAE@XZ->?AfterPressed@DLPushButton@Cdl@@EAGXXZ,1
?AfterPressed@DLPushButton@Cdl@@EAGXXZ->?ShowVirt@DLControl@Cdl@@MAGX_N@Z,1
?ShowVirt@DLControl@Cdl@@MAGX_N@Z->?EnableVirt@DLControl@Cdl@@MAGX_N@Z,1
?EnableVirt@DLControl@Cdl@@MAGX_N@Z->?DoOnKillFocus@DLUserButton@Cdl@@MAGXXZ,1
?DoOnKillFocus@DLUserButton@Cdl@@MAGXXZ->?DoOnSetFocus@DLUserButton@Cdl@@MAGXXZ,1
?DoOnSetFocus@DLUserButton@Cdl@@MAGXXZ->?OnSetCursor@DLControl@Cdl@@MAG_NABUtagPOINT@@@Z,1
?OnSetCursor@DLControl@Cdl@@MAG_NABUtagPOINT@@@Z->?OnCheckValue@DLControl@Cdl@@MAG_NXZ,1
?OnCheckValue@DLControl@Cdl@@MAG_NXZ->?OnKillFocus@DLControl@Cdl@@MAGXXZ,1
?OnKillFocus@DLControl@Cdl@@MAGXXZ->?OnSetFocus@DLControl@Cdl@@MAGXXZ,1
?OnSetFocus@DLControl@Cdl@@MAGXXZ->?FUsesMsoDrawTextToMeasure@DLControl@Cdl@@UBG_NXZ,1
?FUsesMsoDrawTextToMeasure@DLControl@Cdl@@UBG_NXZ->?SetTitle@DLControl@Cdl@@UAGXPB_W@Z,1
?SetTitle@DLControl@Cdl@@UAGXPB_W@Z->?GetTitle@DLControl@Cdl@@UBGXAAUIStr@Ofc@@@Z,1
?GetTitle@DLControl@Cdl@@UBGXAAUIStr@Ofc@@@Z->?SetLanguage@DLControl@Cdl@@UAGXG@Z,1
?SetLanguage@DLControl@Cdl@@UAGXG@Z->?SetFont@DLControl@Cdl@@UAGXPAUHFONT__@@@Z,1
?SetFont@DLControl@Cdl@@UAGXPAUHFONT__@@@Z->?GetFont@DLControl@Cdl@@UBGPAUHFONT__@@XZ,1
?GetFont@DLControl@Cdl@@UBGPAUHFONT__@@XZ->?CheckValue@DLControl@Cdl@@UAG_NXZ,1
?CheckValue@DLControl@Cdl@@UAG_NXZ->?EnableUpdates@DLControl@Cdl@@UBG_N_N@Z,1
?EnableUpdates@DLControl@Cdl@@UBG_N_N@Z->?IsEnabled@DLUserButton@Cdl@@UBG_NXZ,1
?IsEnabled@DLUserButton@Cdl@@UBG_NXZ->?ForwardMouseRoll@ELEventFrame@Cdl@@EAG_NIIJ@Z,1
?ForwardMouseRoll@ELEventFrame@Cdl@@EAG_NIIJ@Z->?UpdateWinCaret@ELEventFrame@Cdl@@EAGXXZ,1
?UpdateWinCaret@ELEventFrame@Cdl@@EAGXXZ->?RedrawCaret@ELEventFrame@Cdl@@EAGXXZ,1
?RedrawCaret@ELEventFrame@Cdl@@EAGXXZ->?SetupDC@ELEventFrame@Cdl@@EAGXPAUHDC__@@_N@Z,1
?SetupDC@ELEventFrame@Cdl@@EAGXPAUHDC__@@_N@Z->?GetRectVirt@DLControl@Cdl@@MBG?AUtagRECT@@XZ,1
?GetRectVirt@DLControl@Cdl@@MBG?AUtagRECT@@XZ->?OnModifierKey@ELEventFrame@Cdl@@MAGXG_N@Z,1
?OnModifierKey@ELEventFrame@Cdl@@MAGXG_N@Z->?OnActivate@ELEventFrame@Cdl@@MAGX_N@Z,1
?OnActivate@ELEventFrame@Cdl@@MAGX_N@Z->?BeforeUpdate@ELEventFrame@Cdl@@MAGXXZ,1
?BeforeUpdate@ELEventFrame@Cdl@@MAGXXZ->?OnKeyPressed@ELEventFrame@Cdl@@MAG_NAAUELKeyEvent@2@@Z,1
?OnKeyPressed@ELEventFrame@Cdl@@MAG_NAAUELKeyEvent@2@@Z->?OnMouseRoll@ELEventFrame@Cdl@@MAG_NAAUELMouseEvent@2@@Z,1
?OnMouseRoll@ELEventFrame@Cdl@@MAG_NAAUELMouseEvent@2@@Z->?OnMouseMove@ELEventFrame@Cdl@@MAGXAAUELMouseEvent@2@@Z,1
?OnMouseMove@ELEventFrame@Cdl@@MAGXAAUELMouseEvent@2@@Z->?OnMouseUp@ELEventFrame@Cdl@@MAG_NAAUELMouseEvent@2@@Z,1
?OnMouseUp@ELEventFrame@Cdl@@MAG_NAAUELMouseEvent@2@@Z->?OnMouseDown@ELEventFrame@Cdl@@MAG_NAAUELMouseEvent@2@@Z,1
?OnMouseDown@ELEventFrame@Cdl@@MAG_NAAUELMouseEvent@2@@Z->?RegisterForDeletion@ELEventFrame@Cdl@@UAGXXZ,1
?RegisterForDeletion@ELEventFrame@Cdl@@UAGXXZ->?TranslateAccelKey@ELEventFrame@Cdl@@UAG_NAAUtagMSG@@@Z,1
?TranslateAccelKey@ELEventFrame@Cdl@@UAG_NAAUtagMSG@@@Z->?StopAcceleratorChain@ELEventFrame@Cdl@@UBG_NAAUtagMSG@@@Z,1
?StopAcceleratorChain@ELEventFrame@Cdl@@UBG_NAAUtagMSG@@@Z->?NativePalette@DLControl@Cdl@@MBGPAVELNativePalette@2@XZ,1
?NativePalette@DLControl@Cdl@@MBGPAVELNativePalette@2@XZ->?OnSize@ELEventFrame@Cdl@@UAGXXZ,1
?OnSize@ELEventFrame@Cdl@@UAGXXZ->?HasFocus@DLUserButton@Cdl@@UBG_NXZ,1
?HasFocus@DLUserButton@Cdl@@UBG_NXZ->?GetClientRect@ELEventFrame@Cdl@@UBG?AUtagRECT@@XZ,1
?GetClientRect@ELEventFrame@Cdl@@UBG?AUtagRECT@@XZ->?SetRect@DLControl@Cdl@@UAGXABUtagRECT@@@Z,1
?SetRect@DLControl@Cdl@@UAGXABUtagRECT@@@Z->?Update@ELEventFrame@Cdl@@UAGXXZ,1
?Update@ELEventFrame@Cdl@@UAGXXZ->?LocalToGlobal@ELEventFrame@Cdl@@UBGXABUtagPOINT@@AAU3@@Z,1
?LocalToGlobal@ELEventFrame@Cdl@@UBGXABUtagPOINT@@AAU3@@Z->?GlobalToLocal@ELEventFrame@Cdl@@UBGXABUtagPOINT@@AAU3@@Z,1
?GlobalToLocal@ELEventFrame@Cdl@@UBGXABUtagPOINT@@AAU3@@Z->?DispatchMsg@DLUserButton@Cdl@@MAGJIIJ@Z,1
?DispatchMsg@DLUserButton@Cdl@@MAGJIIJ@Z->?IsValid@DLControl@Cdl@@UBG_NXZ,1
?IsValid@DLControl@Cdl@@UBG_NXZ->??0DLToggleButton@Cdl@@QAE@AAVDLDialog@1@K_N@Z,1
??0DLToggleButton@Cdl@@QAE@AAVDLDialog@1@K_N@Z->?Dialog@DialogUser@Cdl@@QBGAAVDLDialog@2@XZ,1
?Dialog@DialogUser@Cdl@@QBGAAVDLDialog@2@XZ->??0DLNotificationDisabler@Cdl@@QAE@AAVDLDialog@1@_N@Z,1
??0DLNotificationDisabler@Cdl@@QAE@AAVDLDialog@1@_N@Z->?DoOnAutoLayout@DLDialog@Cdl@@QAGXXZ,1
?DoOnAutoLayout@DLDialog@Cdl@@QAGXXZ->??1DLNotificationDisabler@Cdl@@QAE@XZ,1
??1DLNotificationDisabler@Cdl@@QAE@XZ->?StandardFont@DLDialog@Cdl@@SGPAUHFONT__@@G@Z,1
?StandardFont@DLDialog@Cdl@@SGPAUHFONT__@@G@Z->?DoIdle@Cdl@@YGXXZ,1
?DoIdle@Cdl@@YGXXZ->??0DLForeignDialogHelper@Cdl@@QAE@AAUICdlContext@1@KW4DLDialogMode@1@W4DLDialogType@1@_N@Z,1
??0DLForeignDialogHelper@Cdl@@QAE@AAUICdlContext@1@KW4DLDialogMode@1@W4DLDialogType@1@_N@Z->??1DLForeignDialogHelper@Cdl@@UAE@XZ,1
??1DLForeignDialogHelper@Cdl@@UAE@XZ->?WorkPaneCallback@Cdl@@YGHHHPAX00@Z,1
?WorkPaneCallback@Cdl@@YGHHHPAX00@Z->?CdlInit@Cdl@@YG_NABUInitInfo@1@@Z,1
?CdlInit@Cdl@@YG_NABUInitInfo@1@@Z->?CdlFini@Cdl@@YGXXZ,1
?CdlFini@Cdl@@YGXXZ->?DoEvent@Cdl@@YG_NAAUtagMSG@@@Z,1
